order_id,region,category,order_amount,paid_amount,status,order_date,customer_id,product_id
10099,华东,智能硬件,106060.55,0,已退款,2026-08-03,117,107
10100,西南,安全服务,30012.93,25923.49,已支付,2026-08-26,124,110
10101,华南,安全服务,84200.59,80542.03,已支付,2026-08-21,122,112
10102,华南,安全服务,25960.13,24293.36,已支付,2026-08-12,106,112
10103,华南,数据产品,26931.41,24380.99,已支付,2026-08-22,102,103
10104,华北,智能硬件,11102.66,9691.27,已支付,2026-08-20,123,108
10105,华北,数据产品,36417.53,31951.28,已支付,2026-08-13,119,101
10106,华北,企业服务,76869.97,67252.99,已支付,2026-08-05,115,105
10107,西南,智能硬件,95393.39,86533.59,已支付,2026-08-27,104,109
10108,华东,智能硬件,131090.94,126021.84,已支付,2026-08-16,125,107
10109,华北,安全服务,26928.0,0,已取消,2026-08-05,111,111
10110,华东,安全服务,33537.1,30331.54,已支付,2026-08-03,129,111
10111,华东,数据产品,66224.29,60169.66,已支付,2026-08-23,105,102
10112,华南,数据产品,53806.65,47865.66,已支付,2026-08-30,102,101
10113,华北,数据产品,46282.92,45396.32,已支付,2026-08-13,119,102
10114,华南,数据产品,93997.96,86769.12,已支付,2026-08-02,126,103
10115,华北,安全服务,67040.94,0,已退款,2026-08-24,119,112
10116,华北,安全服务,159208.01,0,已取消,2026-08-12,111,110
10117,华南,数据产品,54547.99,47654.65,已支付,2026-08-21,102,101
10118,西南,企业服务,66863.51,65248.3,已支付,2026-08-30,108,106
10119,华南,安全服务,30461.34,30311.37,已支付,2026-08-31,114,112
10120,西南,安全服务,12301.62,11877.12,已支付,2026-08-16,108,111
10121,华南,数据产品,75971.97,66025.22,已支付,2026-08-12,130,102
10122,华南,安全服务,108843.68,102977.22,已支付,2026-08-06,118,112
10123,华北,数据产品,18189.91,16838.12,已支付,2026-08-16,115,101
10124,华南,智能硬件,92808.24,0,已退款,2026-08-12,122,108
10125,西南,智能硬件,40947.76,36601.35,已支付,2026-08-20,108,107
10126,华东,安全服务,73393.33,71264.95,已支付,2026-08-27,105,112
10127,西南,智能硬件,132619.54,116080.36,已支付,2026-08-29,104,109
10128,西南,安全服务,88430.57,80515.82,已支付,2026-08-17,120,111
10129,西南,数据产品,58225.73,51456.71,已支付,2026-08-12,124,103
10130,华北,数据产品,210021.41,0,已取消,2026-08-31,111,103
10131,华东,安全服务,54889.83,52057.25,已支付,2026-08-19,125,112
10132,华南,安全服务,73167.25,71238.77,已支付,2026-08-04,102,111
10133,华北,安全服务,69060.18,62325.59,已支付,2026-08-24,103,112
10134,华北,数据产品,95667.83,83719.59,已支付,2026-08-15,119,101
10135,华南,安全服务,75079.92,66433.08,已支付,2026-08-10,106,111
10136,华北,智能硬件,90468.55,82703.0,已支付,2026-08-01,107,108
10137,华南,数据产品,45533.2,44020.1,已支付,2026-08-31,122,103
10138,华东,企业服务,180045.61,173423.26,已支付,2026-08-09,101,105
10139,华南,安全服务,91055.29,87390.77,已支付,2026-08-15,118,111
10140,西南,数据产品,34149.08,32625.22,已支付,2026-08-12,124,101
10141,华东,企业服务,82902.76,79040.99,已支付,2026-08-15,101,105
10142,华东,安全服务,102977.1,0,已退款,2026-08-19,101,111
10143,华东,企业服务,148945.93,142298.02,已支付,2026-08-21,125,104
10144,华东,企业服务,105780.83,98238.47,已支付,2026-08-18,125,106
10145,西南,数据产品,53697.53,49874.24,已支付,2026-08-22,128,102
10146,华东,安全服务,55512.83,54514.79,已支付,2026-08-24,113,112
10147,华北,企业服务,113008.34,101457.51,已支付,2026-08-12,115,106
10148,华东,智能硬件,77908.97,70559.99,已支付,2026-08-09,121,108
10149,华南,数据产品,9958.13,9460.14,已支付,2026-08-07,122,103
10150,华南,数据产品,141840.7,132856.97,已支付,2026-08-05,118,101
10151,华南,数据产品,88910.45,82880.27,已支付,2026-08-02,114,102
10152,华东,企业服务,47178.86,46899.81,已支付,2026-08-11,129,104
10153,华南,企业服务,68799.78,63236.21,已支付,2026-08-12,118,106
10154,华东,企业服务,31716.19,0,已退款,2026-08-16,105,104
10155,华南,安全服务,24078.5,22213.74,已支付,2026-08-23,102,110
10156,华北,数据产品,24862.4,22743.5,已支付,2026-08-20,123,102
10157,西南,数据产品,205794.03,203163.26,已支付,2026-08-26,112,102
10158,华南,安全服务,8796.05,8674.83,已支付,2026-08-13,106,110
10159,华北,智能硬件,244176.29,232166.5,已支付,2026-08-30,107,109
10160,华东,数据产品,65001.87,56203.07,已支付,2026-08-30,113,103
10161,华南,安全服务,14714.55,14521.18,已支付,2026-08-19,122,110
10162,华东,数据产品,82553.06,81972.61,已支付,2026-08-03,129,101
10163,华东,企业服务,14331.63,12872.86,已支付,2026-08-29,129,104
10164,华南,安全服务,65326.16,56480.87,已支付,2026-08-14,114,110
10165,华北,企业服务,69646.99,64178.8,已支付,2026-08-11,115,105
10166,华东,企业服务,50327.65,43586.89,已支付,2026-08-28,129,105
10167,华南,企业服务,68509.52,65872.34,已支付,2026-08-09,122,104
10168,西南,智能硬件,95066.42,89782.86,已支付,2026-08-03,108,109
10169,西南,企业服务,47011.89,45775.52,已支付,2026-08-02,112,106
10170,西南,安全服务,91371.16,91137.95,已支付,2026-08-14,120,111
10171,华东,企业服务,75394.82,0,已取消,2026-08-22,125,105
10172,华北,安全服务,46962.83,43456.95,已支付,2026-08-06,103,111
10173,华北,数据产品,65680.53,64265.71,已支付,2026-08-09,103,101
10174,西南,安全服务,17234.05,15231.28,已支付,2026-08-09,108,111
10175,华东,智能硬件,132254.99,0,已取消,2026-08-23,113,108
10176,华东,安全服务,54748.43,0,已取消,2026-08-19,129,112
10177,西南,数据产品,215218.08,197949.07,已支付,2026-08-19,116,102
10178,华东,数据产品,139886.34,128910.42,已支付,2026-08-30,113,101
10179,华东,安全服务,61918.09,0,已退款,2026-08-18,105,111
10180,华东,企业服务,26417.52,26092.71,已支付,2026-08-21,129,106
10181,西南,智能硬件,154213.54,151924.1,已支付,2026-08-27,128,108
10182,华南,数据产品,78765.39,78733.75,已支付,2026-08-15,106,103
10183,华北,安全服务,77177.19,71160.95,已支付,2026-08-19,103,112
10184,华东,安全服务,18161.86,15831.53,已支付,2026-08-23,109,112
10185,华北,智能硬件,50149.54,46505.41,已支付,2026-08-31,123,109
10186,西南,企业服务,15608.3,15406.81,已支付,2026-08-17,108,106
10187,华南,智能硬件,143357.21,126542.74,已支付,2026-08-04,118,108
10188,华东,企业服务,47620.25,0,已取消,2026-08-30,109,106
10189,华北,企业服务,45829.71,39660.79,已支付,2026-08-29,123,104
10190,华东,安全服务,106127.48,93104.95,已支付,2026-08-03,113,111
10191,华南,企业服务,43805.33,42850.98,已支付,2026-08-16,122,106
10192,华南,数据产品,37085.56,36670.13,已支付,2026-08-21,110,103
10193,华东,数据产品,21262.96,20401.57,已支付,2026-08-21,113,102
10194,华南,安全服务,21165.06,19116.17,已支付,2026-08-12,102,111
10195,西南,智能硬件,37315.54,37109.93,已支付,2026-08-27,104,109
10196,华南,安全服务,27721.75,26360.36,已支付,2026-08-17,130,111
10197,华东,数据产品,71031.54,68218.14,已支付,2026-08-25,121,103
10198,华东,数据产品,33999.75,33836.35,已支付,2026-08-02,109,102
10199,西南,智能硬件,97214.88,92040.7,已支付,2026-08-18,120,109
10200,华东,智能硬件,80517.77,70254.01,已支付,2026-08-25,129,107
10201,华东,智能硬件,90339.54,80453.09,已支付,2026-08-11,121,107
10202,华东,企业服务,15455.21,0,已取消,2026-08-22,129,104
10203,华东,企业服务,57482.42,55958.68,已支付,2026-08-09,105,106
10204,华南,数据产品,145720.51,144839.98,已支付,2026-08-28,126,101
10205,华北,智能硬件,158278.99,139737.63,已支付,2026-08-24,111,108
10206,华东,企业服务,81608.61,76511.27,已支付,2026-08-02,105,105
10207,华北,数据产品,131814.44,130807.74,已支付,2026-08-09,127,102
10208,西南,智能硬件,55057.72,51454.51,已支付,2026-08-10,108,107
10209,西南,智能硬件,46875.8,40487.49,已支付,2026-08-24,124,107
10210,华南,安全服务,189820.35,167498.03,已支付,2026-08-01,110,112
10211,西南,安全服务,173030.85,161357.1,已支付,2026-08-03,128,111
10212,华北,企业服务,8635.01,8623.14,已支付,2026-08-16,107,104
10213,华东,企业服务,35161.47,30755.24,已支付,2026-08-24,125,105
10214,华东,企业服务,189964.17,178670.07,已支付,2026-08-13,101,104
10215,西南,企业服务,30131.89,0,已取消,2026-08-30,124,106
10216,华北,数据产品,136402.87,119639.09,已支付,2026-08-14,103,102
10217,华北,数据产品,49771.02,49154.38,已支付,2026-08-24,115,101
10218,华东,数据产品,55962.04,55324.03,已支付,2026-08-27,101,102
10219,华北,智能硬件,12204.79,11422.15,已支付,2026-08-20,119,109
10220,华北,企业服务,30500.63,0,已取消,2026-08-03,107,104
10221,西南,智能硬件,94736.56,84717.36,已支付,2026-08-22,108,107
10222,华东,企业服务,95105.13,94294.97,已支付,2026-08-14,105,106
10223,华北,企业服务,75976.18,68372.74,已支付,2026-08-25,115,105
10224,西南,数据产品,173173.12,0,已退款,2026-08-06,116,101
10225,西南,企业服务,191026.45,185281.54,已支付,2026-08-17,112,106
10226,西南,数据产品,34801.46,32628.94,已支付,2026-08-09,112,101
10227,华南,智能硬件,87695.23,79622.52,已支付,2026-08-07,122,107
10228,华北,智能硬件,77239.82,75341.08,已支付,2026-08-04,119,109
10229,华东,安全服务,82602.59,0,已退款,2026-08-28,109,110
10230,华东,安全服务,76006.53,70974.77,已支付,2026-08-02,129,111
10231,华北,安全服务,37284.5,34917.84,已支付,2026-08-08,107,112
10232,华南,企业服务,48903.11,42660.9,已支付,2026-08-30,106,106
10233,华东,安全服务,64049.46,55346.07,已支付,2026-08-30,129,112
10234,华北,企业服务,64303.68,59000.15,已支付,2026-08-02,119,104
10235,华东,安全服务,35988.34,34248.67,已支付,2026-08-03,105,112
10236,华北,企业服务,90609.57,89819.62,已支付,2026-08-31,123,104
10237,西南,企业服务,66622.42,66572.21,已支付,2026-08-21,108,106
10238,西南,企业服务,360180.18,314067.87,已支付,2026-08-08,112,104
10239,华东,数据产品,83678.2,83474.78,已支付,2026-08-22,121,102
10240,华东,智能硬件,105278.57,91258.64,已支付,2026-08-15,125,107
