order_id,region,category,order_amount,paid_amount,status,order_date,customer_id,product_id
20148,华东,数据产品,62413.59,56207.2,已支付,2026-06-25,121,102
20149,华南,企业服务,60977.26,53419.57,已支付,2026-07-26,122,105
20150,华北,企业服务,11058.8,9581.4,已支付,2026-07-14,107,106
20151,华东,数据产品,29087.19,25238.3,已支付,2026-06-17,129,102
20152,西南,数据产品,23453.89,0,已退款,2026-07-04,104,102
20153,华东,数据产品,81809.26,78789.27,已支付,2026-07-16,129,101
20154,华东,安全服务,124752.46,0,已取消,2026-07-11,125,112
20155,西南,企业服务,30515.62,26849.14,已支付,2026-07-16,108,105
20156,华南,企业服务,77321.14,71496.03,已支付,2026-07-25,114,104
20157,华北,企业服务,117654.0,0,已退款,2026-06-29,115,106
20158,华北,企业服务,176736.13,172867.81,已支付,2026-07-04,111,106
20159,华东,企业服务,150250.35,148313.61,已支付,2026-07-10,121,105
20160,华东,安全服务,57477.21,55447.15,已支付,2026-07-07,105,110
20161,华南,安全服务,13721.65,0,已取消,2026-07-12,102,111
20162,华南,数据产品,65374.47,56452.3,已支付,2026-07-21,130,101
20163,华东,数据产品,71182.02,62653.16,已支付,2026-06-24,101,102
20164,华东,安全服务,143058.55,134847.79,已支付,2026-06-07,117,112
20165,西南,数据产品,53908.76,53732.74,已支付,2026-07-18,108,103
20166,华南,企业服务,29424.44,27574.5,已支付,2026-06-05,106,104
20167,华东,安全服务,14575.47,13186.33,已支付,2026-06-17,117,111
20168,华南,智能硬件,11621.19,11320.7,已支付,2026-07-26,122,109
20169,华北,数据产品,9488.39,8616.66,已支付,2026-06-27,123,103
20170,西南,数据产品,35449.79,33078.85,已支付,2026-07-25,128,101
20171,西南,数据产品,33393.34,28939.91,已支付,2026-07-11,104,101
20172,华东,数据产品,175966.65,168789.02,已支付,2026-06-20,101,102
20173,华南,企业服务,27426.28,26096.67,已支付,2026-06-10,122,105
20174,华南,数据产品,29627.3,27121.6,已支付,2026-07-03,126,103
20175,西南,数据产品,128721.99,114143.79,已支付,2026-07-09,112,101
20176,华北,智能硬件,26458.36,24673.37,已支付,2026-06-20,111,108
20177,西南,智能硬件,95732.56,94894.32,已支付,2026-07-27,116,108
20178,西南,智能硬件,113630.09,101068.38,已支付,2026-06-25,120,109
20179,华北,数据产品,10400.34,10011.71,已支付,2026-06-12,107,102
20180,华东,企业服务,119030.07,104023.7,已支付,2026-07-11,101,106
20181,华东,安全服务,40837.13,37168.42,已支付,2026-07-24,121,110
20182,华南,数据产品,46403.12,0,已取消,2026-06-08,110,101
20183,西南,企业服务,113394.69,103892.71,已支付,2026-07-01,112,105
20184,华南,数据产品,67411.31,0,已取消,2026-07-26,122,102
20185,华南,智能硬件,44920.19,39510.46,已支付,2026-07-21,114,107
20186,华北,智能硬件,94289.46,87806.43,已支付,2026-07-03,127,108
20187,西南,企业服务,82849.62,75326.31,已支付,2026-07-21,108,105
20188,华北,企业服务,151936.34,131421.91,已支付,2026-06-10,111,106
20189,华东,企业服务,27858.84,27633.41,已支付,2026-07-17,129,106
20190,华南,企业服务,14844.58,13200.91,已支付,2026-07-24,106,106
20191,华东,数据产品,102056.35,90258.63,已支付,2026-07-08,125,103
20192,华南,安全服务,50578.0,49506.28,已支付,2026-07-25,106,111
20193,华北,数据产品,20280.87,0,已退款,2026-06-16,115,101
20194,华南,数据产品,129863.08,123629.2,已支付,2026-06-24,126,103
20195,华北,安全服务,47270.55,46060.38,已支付,2026-07-23,119,111
20196,华南,数据产品,37920.74,34600.98,已支付,2026-06-26,102,101
20197,华北,数据产品,33317.35,29671.81,已支付,2026-06-11,107,101
20198,华南,数据产品,138214.36,137373.48,已支付,2026-07-27,126,102
20199,华东,安全服务,68284.17,59054.23,已支付,2026-06-08,129,111
20200,华东,数据产品,21814.35,20796.21,已支付,2026-06-03,105,103
20201,华东,安全服务,33577.51,32585.32,已支付,2026-07-17,117,111
20202,西南,智能硬件,39238.93,37830.88,已支付,2026-07-21,112,107
20203,华东,企业服务,78335.95,0,已取消,2026-07-13,121,106
20204,西南,智能硬件,116767.2,106186.59,已支付,2026-07-26,104,108
20205,华东,安全服务,49071.7,42401.79,已支付,2026-06-24,121,110
20206,华东,安全服务,86575.94,82692.99,已支付,2026-06-03,121,111
20207,华北,企业服务,87181.73,83633.88,已支付,2026-06-10,107,105
20208,华北,企业服务,32885.34,28343.62,已支付,2026-06-04,103,105
20209,华南,企业服务,39808.14,38335.36,已支付,2026-06-14,122,105
20210,华东,智能硬件,25821.66,0,已退款,2026-07-15,129,108
20211,华北,安全服务,66290.85,0,已退款,2026-07-19,115,111
20212,华北,企业服务,16859.44,15721.45,已支付,2026-06-25,123,104
20213,华北,智能硬件,96467.04,86250.12,已支付,2026-07-26,115,109
20214,华东,企业服务,80826.14,0,已退款,2026-07-20,129,104
20215,华北,数据产品,74242.69,67515.13,已支付,2026-07-05,115,101
20216,华北,安全服务,197810.47,173137.48,已支付,2026-07-05,127,111
20217,华南,智能硬件,22828.18,22393.62,已支付,2026-06-22,118,107
20218,华南,企业服务,46164.1,40695.77,已支付,2026-06-22,130,104
20219,西南,安全服务,32348.25,28122.73,已支付,2026-07-18,128,110
20220,西南,安全服务,111150.88,0,已取消,2026-06-05,116,112
20221,西南,企业服务,94408.85,90435.55,已支付,2026-06-20,108,106
20222,华东,数据产品,37199.9,37101.43,已支付,2026-07-06,113,102
20223,华南,安全服务,91097.15,90876.27,已支付,2026-06-21,106,112
20224,华东,企业服务,64986.34,58000.8,已支付,2026-06-29,113,106
20225,西南,安全服务,105003.11,92176.89,已支付,2026-07-10,120,110
20226,华北,企业服务,60897.13,0,已取消,2026-06-05,123,105
20227,华北,安全服务,108287.49,94106.3,已支付,2026-06-24,111,112
20228,西南,智能硬件,204783.85,0,已取消,2026-07-08,120,107
20229,华北,安全服务,72913.06,66682.06,已支付,2026-07-06,107,111
20230,华北,数据产品,124657.72,0,已取消,2026-07-03,115,102
20231,华南,安全服务,59380.93,56531.54,已支付,2026-07-10,118,112
20232,华南,安全服务,78744.72,69135.93,已支付,2026-07-23,114,110
20233,华南,企业服务,28127.13,24685.09,已支付,2026-06-27,118,105
20234,华南,安全服务,40295.95,38961.01,已支付,2026-06-25,106,111
20235,华北,企业服务,136210.44,126461.47,已支付,2026-07-30,103,105
20236,华北,数据产品,78591.31,74102.68,已支付,2026-06-02,111,102
20237,华南,智能硬件,74460.65,65798.71,已支付,2026-07-31,126,109
20238,华东,企业服务,233548.22,211827.28,已支付,2026-06-06,105,106
20239,华南,安全服务,93178.87,89871.13,已支付,2026-07-14,114,111
20240,华东,安全服务,87622.89,0,已取消,2026-07-26,125,112
20241,西南,数据产品,14875.62,13309.73,已支付,2026-07-30,116,102
20242,西南,安全服务,55606.17,0,已取消,2026-06-07,128,111
20243,华北,企业服务,118273.76,110213.38,已支付,2026-07-24,103,104
20244,华南,数据产品,56743.23,52005.48,已支付,2026-07-31,102,102
20245,华北,智能硬件,23231.05,21367.63,已支付,2026-07-27,127,108
20246,华东,数据产品,79674.21,79507.94,已支付,2026-07-11,105,102
20247,华东,企业服务,28037.08,24780.65,已支付,2026-06-06,121,106
20248,华南,智能硬件,46991.18,45289.73,已支付,2026-06-25,126,107
20249,西南,企业服务,84867.74,75034.61,已支付,2026-06-04,128,105
20250,华东,企业服务,105562.49,94702.93,已支付,2026-07-28,117,105
20251,华北,企业服务,15763.85,13846.46,已支付,2026-07-17,107,106
20252,西南,安全服务,65974.05,61630.75,已支付,2026-07-31,112,111
20253,西南,企业服务,90410.57,83077.53,已支付,2026-06-23,104,106
20254,西南,企业服务,71550.53,66015.05,已支付,2026-07-27,116,104
20255,西南,企业服务,89116.29,88493.41,已支付,2026-07-11,124,106
20256,华北,安全服务,106628.31,97603.4,已支付,2026-07-24,111,110
20257,华东,企业服务,118745.77,113467.08,已支付,2026-07-22,101,106
20258,华南,企业服务,66859.59,60020.64,已支付,2026-07-23,102,105
20259,华南,数据产品,113288.86,102682.19,已支付,2026-07-25,118,102
20260,华南,智能硬件,9930.76,9848.31,已支付,2026-06-24,114,109
20261,西南,企业服务,57728.38,53403.86,已支付,2026-07-30,128,105
20262,华南,企业服务,82954.45,71915.4,已支付,2026-06-25,106,105
20263,西南,企业服务,120894.67,115962.62,已支付,2026-07-04,116,105
20264,华东,安全服务,22921.25,21091.59,已支付,2026-07-20,129,110
20265,华南,智能硬件,30480.4,29333.24,已支付,2026-06-29,118,109
20266,华北,智能硬件,25137.61,22169.83,已支付,2026-07-29,127,109
20267,华东,智能硬件,35543.96,34711.56,已支付,2026-06-12,125,109
20268,华东,智能硬件,131750.78,118493.86,已支付,2026-06-21,113,109
20269,华北,数据产品,70763.34,0,已取消,2026-07-20,107,101
20270,华北,数据产品,144118.13,125902.0,已支付,2026-07-30,111,102
20271,华北,安全服务,201664.41,189665.52,已支付,2026-07-15,111,111
20272,华北,企业服务,141505.73,126359.04,已支付,2026-07-11,115,105
20273,华南,企业服务,51987.86,47544.1,已支付,2026-06-06,126,104
20274,华北,企业服务,72699.27,70286.93,已支付,2026-06-28,123,104
20275,华东,智能硬件,22466.13,22310.86,已支付,2026-06-06,129,108
20276,华北,智能硬件,23532.79,22756.8,已支付,2026-07-31,107,109
20277,华南,数据产品,58711.97,57573.12,已支付,2026-06-07,102,102
20278,华南,企业服务,95168.37,84212.55,已支付,2026-06-22,114,106
20279,华东,安全服务,46818.82,46746.38,已支付,2026-07-24,125,112
20280,华南,数据产品,24455.6,24139.24,已支付,2026-07-31,122,102
20281,华北,企业服务,49090.9,45051.29,已支付,2026-07-04,107,105
20282,西南,安全服务,50767.75,47349.6,已支付,2026-06-23,120,112
20283,华南,数据产品,21445.39,18654.55,已支付,2026-06-01,102,103
20284,华东,企业服务,40928.17,38446.01,已支付,2026-07-03,117,106
20285,华北,智能硬件,70206.78,0,已取消,2026-07-13,119,107
20286,华东,安全服务,96341.89,85376.13,已支付,2026-06-10,117,111
20287,西南,企业服务,53536.81,52690.36,已支付,2026-07-12,124,106
20288,华南,数据产品,78715.44,69820.8,已支付,2026-07-06,118,102
20289,华南,企业服务,22495.18,21581.07,已支付,2026-06-21,130,104
20290,华北,智能硬件,169879.22,150644.89,已支付,2026-06-16,111,108
20291,西南,安全服务,69657.53,0,已取消,2026-07-09,128,110
20292,西南,企业服务,113700.04,108009.21,已支付,2026-06-28,104,105
20293,华北,智能硬件,33769.39,31692.73,已支付,2026-07-24,123,108
20294,华东,智能硬件,78442.01,70139.8,已支付,2026-07-04,117,107
20295,西南,智能硬件,40674.84,37753.23,已支付,2026-06-17,108,108
20296,华东,安全服务,83526.25,78704.07,已支付,2026-06-28,121,111
20297,西南,数据产品,186290.83,186215.88,已支付,2026-06-27,112,101
20298,华北,企业服务,31714.16,30819.1,已支付,2026-06-09,119,105
20299,华南,数据产品,95220.56,91643.77,已支付,2026-06-27,114,101
20300,华北,企业服务,106396.41,94044.02,已支付,2026-07-06,127,106
20301,华南,智能硬件,54032.41,47829.23,已支付,2026-07-29,118,108
20302,华南,智能硬件,75729.51,69831.59,已支付,2026-06-19,106,107
20303,西南,安全服务,25031.68,21962.36,已支付,2026-06-18,124,112
20304,华南,安全服务,25392.13,22710.75,已支付,2026-06-18,126,112
20305,华东,企业服务,59019.03,51083.73,已支付,2026-07-08,129,104
20306,华北,安全服务,16143.17,14573.6,已支付,2026-06-27,107,112
20307,西南,企业服务,37931.74,35306.93,已支付,2026-06-01,116,106
20308,西南,企业服务,144745.77,135894.13,已支付,2026-06-07,128,105
20309,华东,安全服务,32264.53,30985.06,已支付,2026-07-19,101,111
20310,华东,企业服务,40668.98,37344.62,已支付,2026-06-05,129,104
20311,华北,智能硬件,49563.46,43492.37,已支付,2026-07-05,115,109
20312,华北,智能硬件,14439.23,13742.31,已支付,2026-06-29,107,109
20313,华南,智能硬件,85436.66,0,已取消,2026-06-07,130,108
20314,华东,数据产品,95933.49,83930.24,已支付,2026-07-04,129,103
20315,华东,企业服务,84614.04,83459.47,已支付,2026-06-26,101,105
20316,华东,智能硬件,64958.8,58748.53,已支付,2026-06-21,129,107
20317,华北,数据产品,90194.37,90165.45,已支付,2026-07-24,111,102
20318,华南,安全服务,33031.95,28815.85,已支付,2026-07-21,130,111
20319,华南,数据产品,101714.69,90826.54,已支付,2026-07-13,118,103
20320,华东,智能硬件,32256.17,30224.47,已支付,2026-06-04,105,108
20321,华南,企业服务,72333.16,66590.52,已支付,2026-06-25,118,104
20322,华北,数据产品,56945.42,54544.82,已支付,2026-07-14,119,101
20323,华北,数据产品,15555.86,14955.26,已支付,2026-07-22,107,103
20324,华北,企业服务,75232.43,73494.98,已支付,2026-06-06,119,106
20325,华南,安全服务,68134.63,66429.62,已支付,2026-07-25,102,111
20326,华东,企业服务,39405.22,36236.73,已支付,2026-07-15,109,106
20327,华东,智能硬件,34354.89,31000.45,已支付,2026-06-04,121,109
20328,华南,数据产品,47661.61,41744.61,已支付,2026-07-27,118,102
20329,华南,数据产品,91772.95,81134.27,已支付,2026-07-31,122,102
20330,华南,企业服务,43382.98,0,已退款,2026-06-03,126,104
20331,华东,企业服务,73964.53,70535.11,已支付,2026-07-07,105,105
20332,华东,智能硬件,12565.41,0,已取消,2026-06-03,105,108
20333,华东,安全服务,21103.38,20451.89,已支付,2026-06-12,125,110
20334,华南,数据产品,85558.58,79204.21,已支付,2026-07-21,114,103
20335,华南,企业服务,35965.76,0,已退款,2026-07-11,102,105
20336,华北,安全服务,87701.94,86842.17,已支付,2026-07-31,123,111
20337,西南,安全服务,54530.64,47963.43,已支付,2026-07-04,116,110
20338,华南,数据产品,121388.62,107720.98,已支付,2026-06-06,110,103
20339,华东,数据产品,27815.81,24095.19,已支付,2026-06-16,101,103
20340,华南,安全服务,43441.46,37911.99,已支付,2026-06-19,110,112
20341,华北,企业服务,137946.63,123498.1,已支付,2026-06-11,103,106
20342,华东,智能硬件,91940.3,86365.8,已支付,2026-06-30,117,109
20343,西南,数据产品,22272.36,20134.92,已支付,2026-06-26,128,102
20344,华北,智能硬件,32772.05,29332.86,已支付,2026-07-08,115,109
20345,华北,企业服务,79593.2,68870.77,已支付,2026-06-29,119,104
20346,华北,安全服务,45634.9,45139.69,已支付,2026-07-31,111,110
20347,华东,智能硬件,140007.26,137355.84,已支付,2026-07-27,117,108
20348,华南,数据产品,201760.94,187602.68,已支付,2026-07-30,110,102
20349,华南,智能硬件,88994.48,81767.8,已支付,2026-07-04,102,109
20350,西南,智能硬件,96742.54,93577.27,已支付,2026-06-21,120,107
20351,华北,企业服务,113674.13,109605.47,已支付,2026-07-03,111,105
20352,华南,企业服务,38349.07,38296.97,已支付,2026-06-05,122,106
20353,华东,数据产品,48037.8,46462.93,已支付,2026-06-12,125,103
20354,华东,企业服务,14943.56,0,已退款,2026-07-02,117,104
20355,华南,数据产品,14488.84,14235.28,已支付,2026-06-15,126,101
20356,西南,智能硬件,93644.57,90815.94,已支付,2026-06-09,108,108
20357,华东,数据产品,63952.86,0,已退款,2026-07-06,129,101
20358,华南,安全服务,26040.41,25767.45,已支付,2026-07-08,122,111
20359,华北,安全服务,25510.5,25296.98,已支付,2026-06-13,107,110
20360,华东,智能硬件,42542.85,36681.12,已支付,2026-06-16,121,107
20361,华南,智能硬件,90028.26,86554.35,已支付,2026-06-16,110,108
20362,华南,智能硬件,73235.15,63054.7,已支付,2026-06-24,110,109
20363,华东,智能硬件,36901.48,0,已退款,2026-06-05,117,107
20364,华东,数据产品,138842.22,136860.45,已支付,2026-07-07,117,101
20365,华南,智能硬件,26126.01,22490.9,已支付,2026-06-22,130,107
20366,西南,智能硬件,85604.06,78421.64,已支付,2026-07-07,116,108
20367,西南,数据产品,44299.33,40276.16,已支付,2026-07-18,124,102
20368,华东,安全服务,69525.87,65323.98,已支付,2026-06-11,113,110
20369,华南,智能硬件,10503.94,9476.65,已支付,2026-06-15,122,107
20370,华北,数据产品,81609.07,72064.22,已支付,2026-07-28,119,102
20371,华北,智能硬件,70027.71,64842.58,已支付,2026-07-22,119,108
20372,西南,智能硬件,22035.88,19452.44,已支付,2026-07-02,124,109
20373,华南,企业服务,83601.69,78299.79,已支付,2026-06-24,122,106
20374,华南,企业服务,81029.22,75969.65,已支付,2026-07-27,102,104
20375,华北,智能硬件,58454.19,0,已退款,2026-06-15,103,107
20376,华东,企业服务,14757.48,14065.51,已支付,2026-06-23,113,105
20377,华北,智能硬件,184449.64,176224.22,已支付,2026-06-20,111,109
20378,华北,智能硬件,68860.04,60497.92,已支付,2026-06-08,119,107
20379,西南,智能硬件,46830.37,44427.75,已支付,2026-07-17,104,108
20380,西南,安全服务,51277.42,50121.99,已支付,2026-07-31,124,110
20381,华北,安全服务,40312.05,37230.92,已支付,2026-07-14,115,111
20382,华北,企业服务,53004.18,51530.69,已支付,2026-07-03,119,106
20383,华南,安全服务,30021.71,27468.05,已支付,2026-07-24,110,110
20384,华东,数据产品,113055.62,104875.1,已支付,2026-07-03,125,101
20385,华南,智能硬件,20206.39,19661.36,已支付,2026-07-21,102,109
20386,华东,企业服务,56950.85,50308.58,已支付,2026-06-19,101,106
20387,华北,数据产品,57790.07,51292.16,已支付,2026-07-23,115,103
