payment_id,order_id,user_id,payment_method,payment_amount,payment_status,paid_at,transaction_no
PAY00000084,O00000085,U002253,alipay,8436.06,success,2025-02-10 05:49:22,MOCKTX0000000084
PAY00000085,O00000086,U004249,alipay,10165.74,success,2026-05-07 21:32:13,MOCKTX0000000085
PAY00000086,O00000086,U004249,wechat,10165.74,failed,2026-05-07 21:30:13,MOCKTX0000000086
PAY00000087,O00000087,U001128,wechat,869.98,success,2026-06-20 00:01:58,MOCKTX0000000087
PAY00000088,O00000088,U003461,wallet,12936.7,success,2025-10-01 14:26:02,MOCKTX0000000088
PAY00000089,O00000089,U002391,wechat,3026.52,success,2026-05-27 08:57:32,MOCKTX0000000089
PAY00000090,O00000090,U003860,alipay,2991.54,success,2025-06-18 02:57:48,MOCKTX0000000090
PAY00000091,O00000091,U003755,wechat,7647.45,success,2025-06-14 16:31:01,MOCKTX0000000091
PAY00000092,O00000092,U000289,wechat,2857.6,success,2025-11-13 21:15:32,MOCKTX0000000092
PAY00000093,O00000093,U003625,wechat,1730.19,success,2025-09-20 03:49:54,MOCKTX0000000093
PAY00000094,O00000094,U003114,wechat,376.59,success,2026-06-17 17:02:42,MOCKTX0000000094
PAY00000095,O00000095,U003998,wallet,855.58,success,2025-08-20 09:19:07,MOCKTX0000000095
PAY00000096,O00000096,U004365,wechat,2034.84,success,2025-09-28 12:57:38,MOCKTX0000000096
PAY00000097,O00000097,U000840,wechat,683.28,success,2026-04-27 11:39:36,MOCKTX0000000097
PAY00000098,O00000098,U001549,bank_card,10217.6,success,2025-10-29 21:39:09,MOCKTX0000000098
PAY00000099,O00000100,U004975,bank_card,4338.9,success,2025-04-28 21:19:14,MOCKTX0000000099
PAY00000100,O00000102,U000285,alipay,7387.27,success,2025-10-31 14:09:15,MOCKTX0000000100
PAY00000101,O00000103,U003046,bank_card,2099.11,success,2025-11-03 05:49:37,MOCKTX0000000101
PAY00000102,O00000104,U002169,alipay,2249.16,success,2025-05-27 01:38:21,MOCKTX0000000102
PAY00000103,O00000105,U000070,wechat,2781.18,success,2025-07-22 05:46:32,MOCKTX0000000103
PAY00000104,O00000106,U002169,wechat,3870.53,success,2026-02-10 05:42:24,MOCKTX0000000104
PAY00000105,O00000107,U004004,wechat,6745.51,success,2026-07-02 16:38:48,MOCKTX0000000105
PAY00000106,O00000107,U004004,bank_card,6745.51,failed,2026-07-02 16:36:48,MOCKTX0000000106
PAY00000107,O00000108,U001326,wechat,1220.54,success,2025-11-11 15:48:05,MOCKTX0000000107
PAY00000108,O00000110,U000173,wechat,2417.99,success,2025-07-05 23:40:17,MOCKTX0000000108
PAY00000109,O00000111,U000884,wechat,929.32,success,2025-09-12 00:00:11,MOCKTX0000000109
PAY00000110,O00000112,U000600,alipay,1611.97,success,2025-11-14 20:12:28,MOCKTX0000000110
PAY00000111,O00000113,U001458,wechat,4207.39,success,2026-07-26 14:09:59,MOCKTX0000000111
PAY00000112,O00000114,U003643,wallet,8013.56,success,2025-10-19 17:12:34,MOCKTX0000000112
PAY00000113,O00000116,U004270,alipay,6376.76,success,2025-01-29 04:27:43,MOCKTX0000000113
PAY00000114,O00000117,U000332,wechat,5540.95,success,2025-08-09 02:24:59,MOCKTX0000000114
PAY00000115,O00000118,U004775,wechat,4960.14,success,2026-05-04 06:39:01,MOCKTX0000000115
PAY00000116,O00000119,U001651,alipay,923.97,success,2025-06-15 19:43:09,MOCKTX0000000116
PAY00000117,O00000120,U004754,alipay,1884.47,success,2026-03-28 18:40:07,MOCKTX0000000117
PAY00000118,O00000121,U003981,alipay,2561.76,success,2025-05-21 23:17:40,MOCKTX0000000118
PAY00000119,O00000122,U002776,alipay,3001.56,success,2026-02-03 08:55:55,MOCKTX0000000119
PAY00000120,O00000122,U002776,wechat,3001.56,failed,2026-02-03 08:53:55,MOCKTX0000000120
PAY00000121,O00000123,U001841,wechat,1664.81,success,2025-01-22 11:53:38,MOCKTX0000000121
PAY00000122,O00000124,U002782,wechat,4681.22,success,2026-06-22 20:23:37,MOCKTX0000000122
PAY00000123,O00000125,U002768,wechat,626.41,success,2025-07-18 19:11:07,MOCKTX0000000123
PAY00000124,O00000126,U002361,alipay,1172.46,success,2026-05-20 13:55:47,MOCKTX0000000124
PAY00000125,O00000127,U004763,wechat,4684.34,success,2025-04-23 07:50:55,MOCKTX0000000125
PAY00000126,O00000128,U002686,wechat,1526.98,success,2025-04-30 10:00:46,MOCKTX0000000126
PAY00000127,O00000129,U002005,wechat,4372.8,success,2025-03-28 04:47:22,MOCKTX0000000127
PAY00000128,O00000131,U003837,alipay,8253.03,success,2025-07-27 05:05:44,MOCKTX0000000128
PAY00000129,O00000132,U000194,bank_card,2105.61,success,2026-01-10 01:37:18,MOCKTX0000000129
PAY00000130,O00000133,U002098,wechat,41.94,success,2025-11-16 23:09:39,MOCKTX0000000130
PAY00000131,O00000134,U001991,alipay,5664.64,success,2025-06-02 15:08:29,MOCKTX0000000131
PAY00000132,O00000135,U003978,bank_card,1547.52,success,2025-02-02 11:01:52,MOCKTX0000000132
PAY00000133,O00000136,U001396,alipay,3880.46,success,2025-11-10 22:00:40,MOCKTX0000000133
PAY00000134,O00000137,U000014,wechat,154.5,success,2025-12-18 07:07:47,MOCKTX0000000134
PAY00000135,O00000139,U001576,bank_card,5395.08,success,2025-06-23 18:40:07,MOCKTX0000000135
PAY00000136,O00000140,U003210,wallet,1772.3,success,2025-06-19 18:35:25,MOCKTX0000000136
PAY00000137,O00000141,U004220,wechat,1815.9,success,2025-05-11 18:20:01,MOCKTX0000000137
PAY00000138,O00000142,U001344,bank_card,5669.92,success,2025-09-03 10:34:05,MOCKTX0000000138
PAY00000139,O00000143,U000203,alipay,2633.67,success,2025-04-02 01:30:43,MOCKTX0000000139
PAY00000140,O00000144,U002366,wechat,5239.67,success,2025-05-07 08:53:41,MOCKTX0000000140
PAY00000141,O00000144,U002366,alipay,5239.67,failed,2025-05-07 08:51:41,MOCKTX0000000141
PAY00000142,O00000145,U001960,wechat,1350.2,success,2025-08-26 16:04:22,MOCKTX0000000142
PAY00000143,O00000146,U003551,alipay,6012.54,success,2025-11-01 01:27:46,MOCKTX0000000143
PAY00000144,O00000147,U000558,alipay,9026.25,success,2026-01-27 12:50:50,MOCKTX0000000144
PAY00000145,O00000148,U002193,wechat,5180.06,success,2025-10-22 15:53:33,MOCKTX0000000145
PAY00000146,O00000149,U004608,wallet,2763.52,success,2025-06-21 06:48:25,MOCKTX0000000146
PAY00000147,O00000149,U004608,alipay,2763.52,failed,2025-06-21 06:46:25,MOCKTX0000000147
PAY00000148,O00000151,U003485,wechat,2495.72,success,2025-12-28 18:12:00,MOCKTX0000000148
PAY00000149,O00000152,U003516,wechat,3832.39,success,2026-01-19 20:04:59,MOCKTX0000000149
PAY00000150,O00000153,U003548,bank_card,682.65,success,2026-05-11 00:04:45,MOCKTX0000000150
PAY00000151,O00000154,U003687,alipay,1026.62,success,2026-01-20 04:10:45,MOCKTX0000000151
PAY00000152,O00000155,U000035,wechat,2014.76,success,2025-10-27 19:25:41,MOCKTX0000000152
PAY00000153,O00000156,U002995,bank_card,1404.83,success,2025-10-14 06:33:01,MOCKTX0000000153
PAY00000154,O00000157,U000206,alipay,2915.65,success,2025-08-02 20:59:02,MOCKTX0000000154
PAY00000155,O00000158,U001287,wallet,2915.69,success,2026-05-30 06:49:15,MOCKTX0000000155
PAY00000156,O00000159,U000693,wechat,6223.28,success,2025-08-08 13:22:16,MOCKTX0000000156
PAY00000157,O00000160,U003747,wechat,7250.62,success,2025-06-20 06:49:01,MOCKTX0000000157
PAY00000158,O00000160,U003747,alipay,7250.62,failed,2025-06-20 06:47:01,MOCKTX0000000158
PAY00000159,O00000161,U003226,alipay,3898.27,success,2026-04-01 00:46:31,MOCKTX0000000159
PAY00000160,O00000162,U002726,wechat,2033.26,success,2026-08-10 13:23:05,MOCKTX0000000160
PAY00000161,O00000164,U004949,bank_card,7056.71,success,2025-04-07 23:24:59,MOCKTX0000000161
PAY00000162,O00000164,U004949,wechat,7056.71,failed,2025-04-07 23:22:59,MOCKTX0000000162
PAY00000163,O00000165,U002194,wechat,2018.19,success,2025-05-30 22:14:19,MOCKTX0000000163
PAY00000164,O00000166,U001569,alipay,1462.15,success,2026-06-02 12:35:53,MOCKTX0000000164
PAY00000165,O00000167,U001453,alipay,2842.85,success,2025-08-01 22:34:00,MOCKTX0000000165
PAY00000166,O00000168,U000214,bank_card,2889.58,success,2025-08-22 03:30:14,MOCKTX0000000166
PAY00000167,O00000169,U002901,wechat,892.42,success,2025-04-10 05:30:58,MOCKTX0000000167
PAY00000168,O00000170,U003199,bank_card,4460.96,success,2025-04-02 17:35:18,MOCKTX0000000168
PAY00000169,O00000171,U003530,bank_card,6621.47,success,2025-01-07 11:48:05,MOCKTX0000000169
PAY00000170,O00000172,U001620,wechat,4995.06,success,2025-11-17 14:23:21,MOCKTX0000000170
PAY00000171,O00000174,U000523,alipay,716.04,success,2025-08-21 08:46:46,MOCKTX0000000171
PAY00000172,O00000175,U000004,wechat,1398.31,success,2025-03-09 06:17:18,MOCKTX0000000172
PAY00000173,O00000176,U003668,alipay,8790.73,success,2026-06-20 17:13:45,MOCKTX0000000173
PAY00000174,O00000177,U003421,alipay,2091.51,success,2025-06-11 03:32:42,MOCKTX0000000174
PAY00000175,O00000178,U004393,alipay,2453.17,success,2025-03-31 03:46:44,MOCKTX0000000175
PAY00000176,O00000179,U000737,alipay,5106.98,success,2026-06-23 12:29:31,MOCKTX0000000176
PAY00000177,O00000180,U004483,wechat,1614.9,success,2026-07-10 23:17:29,MOCKTX0000000177
PAY00000178,O00000182,U004802,alipay,2468.0,success,2026-03-31 05:03:21,MOCKTX0000000178
PAY00000179,O00000183,U003485,alipay,3735.65,success,2025-08-13 07:06:41,MOCKTX0000000179
PAY00000180,O00000184,U002875,wallet,5761.87,success,2025-04-20 06:58:39,MOCKTX0000000180
PAY00000181,O00000185,U003396,wechat,4641.6,success,2026-01-19 18:53:05,MOCKTX0000000181
PAY00000182,O00000186,U004552,wechat,1093.61,success,2025-08-31 19:33:12,MOCKTX0000000182
PAY00000183,O00000187,U002548,alipay,954.61,success,2025-08-27 00:30:21,MOCKTX0000000183
PAY00000184,O00000188,U002479,wechat,7457.5,success,2026-04-18 13:13:50,MOCKTX0000000184
PAY00000185,O00000189,U002452,alipay,463.51,success,2025-07-27 18:07:57,MOCKTX0000000185
PAY00000186,O00000189,U002452,alipay,463.51,failed,2025-07-27 18:05:57,MOCKTX0000000186
PAY00000187,O00000190,U004059,wechat,800.07,success,2026-07-13 09:53:08,MOCKTX0000000187
PAY00000188,O00000191,U001588,bank_card,4854.99,success,2026-08-19 11:39:30,MOCKTX0000000188
PAY00000189,O00000192,U003056,bank_card,4818.13,success,2025-03-18 05:29:20,MOCKTX0000000189
PAY00000190,O00000193,U004634,alipay,672.79,success,2025-08-17 14:28:58,MOCKTX0000000190
PAY00000191,O00000194,U000376,alipay,3171.13,success,2026-08-17 19:05:35,MOCKTX0000000191
PAY00000192,O00000195,U001141,wechat,955.67,success,2025-05-29 19:53:04,MOCKTX0000000192
PAY00000193,O00000196,U002984,wechat,989.52,success,2025-09-09 10:08:05,MOCKTX0000000193
PAY00000194,O00000196,U002984,bank_card,989.52,failed,2025-09-09 10:06:05,MOCKTX0000000194
PAY00000195,O00000197,U004830,wechat,992.74,success,2026-03-29 17:14:06,MOCKTX0000000195
PAY00000196,O00000198,U002578,alipay,282.33,success,2026-02-13 16:06:42,MOCKTX0000000196
PAY00000197,O00000198,U002578,bank_card,282.33,failed,2026-02-13 16:04:42,MOCKTX0000000197
PAY00000198,O00000199,U001151,bank_card,3014.41,success,2025-04-03 13:56:26,MOCKTX0000000198
PAY00000199,O00000200,U000805,alipay,1867.15,success,2025-12-06 01:53:32,MOCKTX0000000199
PAY00000200,O00000201,U004156,alipay,150.73,success,2025-09-06 07:46:51,MOCKTX0000000200
PAY00000201,O00000202,U004278,wechat,1546.16,success,2025-01-22 22:46:32,MOCKTX0000000201
PAY00000202,O00000203,U000767,wallet,5347.04,success,2025-12-23 11:46:12,MOCKTX0000000202
PAY00000203,O00000204,U002210,alipay,1532.78,success,2025-01-16 12:09:11,MOCKTX0000000203
PAY00000204,O00000205,U000532,wallet,3925.19,success,2026-04-19 05:49:16,MOCKTX0000000204
PAY00000205,O00000206,U002378,wechat,2566.71,success,2025-02-08 17:54:10,MOCKTX0000000205
PAY00000206,O00000207,U002195,bank_card,5015.03,success,2025-09-18 22:02:03,MOCKTX0000000206
PAY00000207,O00000208,U003344,wechat,2749.87,success,2025-01-31 14:34:08,MOCKTX0000000207
PAY00000208,O00000209,U002086,alipay,1850.01,success,2025-10-30 00:21:45,MOCKTX0000000208
PAY00000209,O00000210,U002333,alipay,459.2,success,2025-12-01 17:16:03,MOCKTX0000000209
PAY00000210,O00000211,U003934,wechat,3770.88,success,2026-06-06 13:20:57,MOCKTX0000000210
PAY00000211,O00000212,U000859,alipay,8243.81,success,2025-02-22 20:28:16,MOCKTX0000000211
PAY00000212,O00000214,U004865,wechat,2617.05,success,2025-10-30 11:16:04,MOCKTX0000000212
PAY00000213,O00000215,U002668,bank_card,354.13,success,2025-09-01 05:07:46,MOCKTX0000000213
PAY00000214,O00000216,U004663,bank_card,1768.92,success,2026-07-31 17:34:36,MOCKTX0000000214
PAY00000215,O00000217,U000625,alipay,2402.84,success,2025-11-15 21:27:31,MOCKTX0000000215
PAY00000216,O00000218,U000950,bank_card,3371.63,success,2026-08-13 00:00:57,MOCKTX0000000216
PAY00000217,O00000218,U000950,wechat,3371.63,failed,2026-08-12 23:58:57,MOCKTX0000000217
PAY00000218,O00000219,U003736,alipay,5209.13,success,2026-03-24 15:10:37,MOCKTX0000000218
PAY00000219,O00000220,U000276,alipay,942.17,success,2026-01-26 22:25:15,MOCKTX0000000219
PAY00000220,O00000221,U002809,wechat,2424.04,success,2026-02-02 11:48:32,MOCKTX0000000220
PAY00000221,O00000222,U002782,wechat,2356.42,success,2025-05-22 14:26:42,MOCKTX0000000221
PAY00000222,O00000223,U000929,wechat,6984.84,success,2026-02-17 15:52:41,MOCKTX0000000222
PAY00000223,O00000225,U004383,wechat,1699.79,success,2026-02-07 22:10:08,MOCKTX0000000223
PAY00000224,O00000226,U004525,alipay,2069.17,success,2025-11-25 10:45:34,MOCKTX0000000224
PAY00000225,O00000227,U004900,wechat,6335.32,success,2025-11-19 17:16:39,MOCKTX0000000225
PAY00000226,O00000228,U002623,wechat,2930.4,success,2025-12-19 06:33:38,MOCKTX0000000226
PAY00000227,O00000229,U004735,wechat,480.08,success,2025-03-13 12:51:19,MOCKTX0000000227
PAY00000228,O00000230,U001073,alipay,6050.57,success,2026-06-14 04:32:56,MOCKTX0000000228
PAY00000229,O00000231,U002207,wechat,677.64,success,2025-03-08 05:50:15,MOCKTX0000000229
PAY00000230,O00000232,U002344,alipay,2747.07,success,2026-02-27 09:22:32,MOCKTX0000000230
PAY00000231,O00000232,U002344,alipay,2747.07,failed,2026-02-27 09:20:32,MOCKTX0000000231
PAY00000232,O00000233,U002157,wechat,2650.79,success,2026-04-09 02:06:03,MOCKTX0000000232
PAY00000233,O00000234,U003831,bank_card,5411.8,success,2025-11-14 18:29:18,MOCKTX0000000233
PAY00000234,O00000235,U003606,bank_card,1653.31,success,2026-01-06 19:41:34,MOCKTX0000000234
PAY00000235,O00000236,U002181,alipay,5993.36,success,2026-08-08 03:10:11,MOCKTX0000000235
PAY00000236,O00000237,U003841,wechat,1868.1,success,2025-03-13 06:05:22,MOCKTX0000000236
PAY00000237,O00000238,U002431,alipay,5796.97,success,2026-01-19 16:22:38,MOCKTX0000000237
PAY00000238,O00000239,U004666,wechat,3303.62,success,2026-01-28 00:52:17,MOCKTX0000000238
PAY00000239,O00000240,U004885,bank_card,1447.59,success,2026-06-13 19:14:31,MOCKTX0000000239
PAY00000240,O00000241,U003246,alipay,370.07,success,2026-02-21 00:23:53,MOCKTX0000000240
PAY00000241,O00000242,U000868,wechat,3457.13,success,2025-11-16 17:31:05,MOCKTX0000000241
PAY00000242,O00000244,U000711,alipay,76.56,success,2026-07-25 11:41:29,MOCKTX0000000242
PAY00000243,O00000245,U003228,alipay,2822.34,success,2025-09-05 16:11:36,MOCKTX0000000243
PAY00000244,O00000246,U004983,wechat,9861.95,success,2026-04-17 08:01:52,MOCKTX0000000244
PAY00000245,O00000247,U002320,wechat,4455.6,success,2025-11-04 19:59:21,MOCKTX0000000245
PAY00000246,O00000248,U003774,wechat,3861.65,success,2026-08-13 16:54:47,MOCKTX0000000246
PAY00000247,O00000249,U002054,wechat,5759.53,success,2025-12-01 12:59:36,MOCKTX0000000247
PAY00000248,O00000250,U000899,alipay,789.66,success,2025-01-20 03:25:34,MOCKTX0000000248
PAY00000249,O00000251,U002625,wechat,6923.42,success,2026-07-20 20:10:05,MOCKTX0000000249
PAY00000250,O00000252,U002042,wechat,12303.3,success,2026-04-19 03:50:04,MOCKTX0000000250
PAY00000251,O00000253,U000114,wechat,5049.52,success,2025-03-25 16:40:45,MOCKTX0000000251
PAY00000252,O00000253,U000114,alipay,5049.52,failed,2025-03-25 16:38:45,MOCKTX0000000252
PAY00000253,O00000254,U003170,alipay,2686.49,success,2025-07-11 19:24:38,MOCKTX0000000253
PAY00000254,O00000254,U003170,wechat,2686.49,failed,2025-07-11 19:22:38,MOCKTX0000000254
PAY00000255,O00000255,U003470,wechat,297.01,success,2025-07-14 23:03:03,MOCKTX0000000255
PAY00000256,O00000256,U004893,wechat,802.95,success,2026-01-08 07:05:06,MOCKTX0000000256
PAY00000257,O00000257,U004984,alipay,173.3,success,2025-10-23 21:52:55,MOCKTX0000000257
PAY00000258,O00000258,U004483,wechat,2630.0,success,2026-01-01 22:56:40,MOCKTX0000000258
PAY00000259,O00000259,U003512,wechat,2983.68,success,2025-10-16 10:01:27,MOCKTX0000000259
PAY00000260,O00000260,U001863,wechat,1546.17,success,2025-10-19 19:26:38,MOCKTX0000000260
PAY00000261,O00000261,U002964,wechat,12546.96,success,2025-08-21 15:58:42,MOCKTX0000000261
PAY00000262,O00000262,U004185,wechat,184.82,success,2026-03-16 08:58:09,MOCKTX0000000262
PAY00000263,O00000263,U000432,wechat,6005.63,success,2026-06-12 12:49:53,MOCKTX0000000263
PAY00000264,O00000264,U003988,wechat,1803.91,success,2025-06-10 02:12:28,MOCKTX0000000264
PAY00000265,O00000265,U004547,wechat,6020.34,success,2025-05-22 19:50:40,MOCKTX0000000265
PAY00000266,O00000265,U004547,wechat,6020.34,failed,2025-05-22 19:48:40,MOCKTX0000000266
PAY00000267,O00000266,U003131,alipay,3373.52,success,2026-02-25 14:35:42,MOCKTX0000000267
PAY00000268,O00000267,U004263,alipay,4991.02,success,2025-08-10 08:15:39,MOCKTX0000000268
PAY00000269,O00000268,U003163,wechat,7321.36,success,2025-10-25 19:11:32,MOCKTX0000000269
PAY00000270,O00000269,U000905,alipay,4464.24,success,2026-07-20 09:15:06,MOCKTX0000000270
PAY00000271,O00000269,U000905,alipay,4464.24,failed,2026-07-20 09:13:06,MOCKTX0000000271
PAY00000272,O00000270,U000267,alipay,866.78,success,2025-06-28 01:23:10,MOCKTX0000000272
