track_id,shipment_id,track_status,location,occurred_at
TRK000000116,SHP00000030,已签收,深圳,2026-08-09 17:21:59
TRK000000117,SHP00000031,已揽收,厦门,2025-11-28 03:49:13
TRK000000118,SHP00000031,运输中,厦门,2025-11-28 15:49:13
TRK000000119,SHP00000031,派送中,厦门,2025-12-01 21:49:13
TRK000000120,SHP00000031,已签收,厦门,2025-12-02 03:49:13
TRK000000121,SHP00000032,已揽收,南宁,2026-05-05 10:49:58
TRK000000122,SHP00000032,运输中,南宁,2026-05-05 22:49:58
TRK000000123,SHP00000032,派送中,南宁,2026-05-06 04:49:58
TRK000000124,SHP00000032,已签收,南宁,2026-05-06 10:49:58
TRK000000125,SHP00000033,已揽收,昆明,2026-03-12 17:12:21
TRK000000126,SHP00000033,运输中,昆明,2026-03-13 05:12:21
TRK000000127,SHP00000033,派送中,昆明,2026-03-16 11:12:21
TRK000000128,SHP00000033,已签收,昆明,2026-03-16 17:12:21
TRK000000129,SHP00000034,已揽收,重庆,2025-04-25 03:02:46
TRK000000130,SHP00000034,运输中,重庆,2025-04-25 15:02:46
TRK000000131,SHP00000034,派送中,重庆,2025-04-26 21:02:46
TRK000000132,SHP00000034,已签收,重庆,2025-04-27 03:02:46
TRK000000133,SHP00000035,已揽收,深圳,2025-10-31 06:43:38
TRK000000134,SHP00000035,运输中,深圳,2025-10-31 18:43:38
TRK000000135,SHP00000035,派送中,深圳,2025-11-06 00:43:38
TRK000000136,SHP00000035,已签收,深圳,2025-11-06 06:43:38
TRK000000137,SHP00000036,已揽收,长沙,2025-08-19 05:23:50
TRK000000138,SHP00000036,运输中,长沙,2025-08-19 17:23:50
TRK000000139,SHP00000036,派送中,长沙,2025-08-20 23:23:50
TRK000000140,SHP00000036,已签收,长沙,2025-08-21 05:23:50
TRK000000141,SHP00000037,已揽收,南京,2026-04-04 18:42:08
TRK000000142,SHP00000037,运输中,南京,2026-04-05 06:42:08
TRK000000143,SHP00000037,派送中,南京,2026-04-07 12:42:08
TRK000000144,SHP00000037,已签收,南京,2026-04-07 18:42:08
TRK000000145,SHP00000038,已揽收,南京,2026-01-19 18:20:17
TRK000000146,SHP00000038,运输中,南京,2026-01-20 06:20:17
TRK000000147,SHP00000038,派送中,南京,2026-01-24 12:20:17
TRK000000148,SHP00000038,已签收,南京,2026-01-24 18:20:17
TRK000000149,SHP00000039,已揽收,杭州,2025-08-15 04:07:00
TRK000000150,SHP00000039,运输中,杭州,2025-08-15 16:07:00
TRK000000151,SHP00000039,派送中,杭州,2025-08-15 22:07:00
TRK000000152,SHP00000039,已签收,杭州,2025-08-16 04:07:00
TRK000000153,SHP00000040,已揽收,太原,2026-08-07 16:11:06
TRK000000154,SHP00000040,运输中,太原,2026-08-08 04:11:06
TRK000000155,SHP00000040,派送中,太原,2026-08-10 10:11:06
TRK000000156,SHP00000040,已签收,太原,2026-08-10 16:11:06
TRK000000157,SHP00000041,已揽收,南京,2026-04-06 17:47:54
TRK000000158,SHP00000041,运输中,南京,2026-04-07 05:47:54
TRK000000159,SHP00000041,派送中,南京,2026-04-08 11:47:54
TRK000000160,SHP00000041,已签收,南京,2026-04-08 17:47:54
TRK000000161,SHP00000042,已揽收,南京,2025-12-08 04:17:38
TRK000000162,SHP00000042,运输中,南京,2025-12-08 16:17:38
TRK000000163,SHP00000042,派送中,南京,2025-12-10 22:17:38
TRK000000164,SHP00000042,已签收,南京,2025-12-11 04:17:38
TRK000000165,SHP00000043,已揽收,郑州,2026-06-17 22:31:48
TRK000000166,SHP00000043,运输中,郑州,2026-06-18 10:31:48
TRK000000167,SHP00000043,派送中,郑州,2026-06-22 16:31:48
TRK000000168,SHP00000043,已签收,郑州,2026-06-22 22:31:48
TRK000000169,SHP00000044,已揽收,上海,2025-01-13 08:12:31
TRK000000170,SHP00000044,运输中,上海,2025-01-13 20:12:31
TRK000000171,SHP00000044,派送中,上海,2025-01-19 02:12:31
TRK000000172,SHP00000044,已签收,上海,2025-01-19 08:12:31
TRK000000173,SHP00000045,已揽收,南京,2025-07-30 12:47:40
TRK000000174,SHP00000045,运输中,南京,2025-07-31 00:47:40
TRK000000175,SHP00000045,派送中,南京,2025-08-05 06:47:40
TRK000000176,SHP00000045,已签收,南京,2025-08-05 12:47:40
TRK000000177,SHP00000046,已揽收,成都,2026-01-20 04:29:55
TRK000000178,SHP00000046,运输中,成都,2026-01-20 16:29:55
TRK000000179,SHP00000046,派送中,成都,2026-01-21 22:29:55
TRK000000180,SHP00000046,已签收,成都,2026-01-22 04:29:55
TRK000000181,SHP00000047,已揽收,天津,2026-07-28 03:12:51
TRK000000182,SHP00000047,运输中,天津,2026-07-28 15:12:51
TRK000000183,SHP00000047,派送中,天津,2026-08-02 21:12:51
TRK000000184,SHP00000047,已签收,天津,2026-08-03 03:12:51
TRK000000185,SHP00000048,已揽收,杭州,2025-03-12 17:27:19
TRK000000186,SHP00000048,运输中,杭州,2025-03-13 05:27:19
TRK000000187,SHP00000049,已揽收,厦门,2026-05-24 06:11:46
TRK000000188,SHP00000049,运输中,厦门,2026-05-24 18:11:46
TRK000000189,SHP00000050,已揽收,杭州,2025-04-14 11:14:50
TRK000000190,SHP00000050,运输中,杭州,2025-04-14 23:14:50
TRK000000191,SHP00000050,派送中,杭州,2025-04-15 05:14:50
TRK000000192,SHP00000050,已签收,杭州,2025-04-15 11:14:50
TRK000000193,SHP00000051,已揽收,广州,2025-12-04 23:38:16
TRK000000194,SHP00000051,运输中,广州,2025-12-05 11:38:16
TRK000000195,SHP00000052,已揽收,武汉,2025-11-18 17:33:20
TRK000000196,SHP00000052,运输中,武汉,2025-11-19 05:33:20
TRK000000197,SHP00000053,已揽收,南昌,2025-07-31 21:00:37
TRK000000198,SHP00000053,运输中,南昌,2025-08-01 09:00:37
TRK000000199,SHP00000053,派送中,南昌,2025-08-04 15:00:37
TRK000000200,SHP00000053,已签收,南昌,2025-08-04 21:00:37
TRK000000201,SHP00000054,已揽收,杭州,2026-02-10 17:09:57
TRK000000202,SHP00000054,运输中,杭州,2026-02-11 05:09:57
TRK000000203,SHP00000054,派送中,杭州,2026-02-14 11:09:57
TRK000000204,SHP00000054,已签收,杭州,2026-02-14 17:09:57
TRK000000205,SHP00000055,已揽收,长沙,2026-06-01 12:46:44
TRK000000206,SHP00000055,运输中,长沙,2026-06-02 00:46:44
TRK000000207,SHP00000056,已揽收,天津,2026-02-06 11:32:54
TRK000000208,SHP00000056,运输中,天津,2026-02-06 23:32:54
TRK000000209,SHP00000056,派送中,天津,2026-02-07 05:32:54
TRK000000210,SHP00000056,已签收,天津,2026-02-07 11:32:54
TRK000000211,SHP00000057,已揽收,广州,2025-06-08 23:25:24
TRK000000212,SHP00000057,运输中,广州,2025-06-09 11:25:24
TRK000000213,SHP00000057,派送中,广州,2025-06-09 17:25:24
TRK000000214,SHP00000057,已签收,广州,2025-06-09 23:25:24
TRK000000215,SHP00000058,已揽收,天津,2026-04-27 09:41:53
TRK000000216,SHP00000058,运输中,天津,2026-04-27 21:41:53
TRK000000217,SHP00000058,派送中,天津,2026-04-29 03:41:53
TRK000000218,SHP00000058,已签收,天津,2026-04-29 09:41:53
TRK000000219,SHP00000059,已揽收,南京,2025-08-05 18:21:54
TRK000000220,SHP00000059,运输中,南京,2025-08-06 06:21:54
TRK000000221,SHP00000059,派送中,南京,2025-08-10 12:21:54
TRK000000222,SHP00000059,已签收,南京,2025-08-10 18:21:54
TRK000000223,SHP00000060,已揽收,重庆,2026-03-02 02:02:19
TRK000000224,SHP00000060,运输中,重庆,2026-03-02 14:02:19
TRK000000225,SHP00000060,派送中,重庆,2026-03-02 20:02:19
TRK000000226,SHP00000060,已签收,重庆,2026-03-03 02:02:19
TRK000000227,SHP00000061,已揽收,深圳,2026-02-15 13:13:12
TRK000000228,SHP00000061,运输中,深圳,2026-02-16 01:13:12
TRK000000229,SHP00000061,派送中,深圳,2026-02-19 07:13:12
TRK000000230,SHP00000061,已签收,深圳,2026-02-19 13:13:12
TRK000000231,SHP00000062,已揽收,太原,2025-08-10 05:18:57
TRK000000232,SHP00000062,运输中,太原,2025-08-10 17:18:57
TRK000000233,SHP00000062,派送中,太原,2025-08-14 23:18:57
TRK000000234,SHP00000062,已签收,太原,2025-08-15 05:18:57
TRK000000235,SHP00000063,已揽收,长沙,2026-04-09 21:06:01
TRK000000236,SHP00000063,运输中,长沙,2026-04-10 09:06:01
TRK000000237,SHP00000063,派送中,长沙,2026-04-15 15:06:01
TRK000000238,SHP00000063,已签收,长沙,2026-04-15 21:06:01
TRK000000239,SHP00000064,已揽收,郑州,2025-10-14 04:14:49
TRK000000240,SHP00000064,运输中,郑州,2025-10-14 16:14:49
TRK000000241,SHP00000064,派送中,郑州,2025-10-14 22:14:49
TRK000000242,SHP00000064,已签收,郑州,2025-10-15 04:14:49
TRK000000243,SHP00000065,已揽收,武汉,2025-04-14 17:31:09
TRK000000244,SHP00000065,运输中,武汉,2025-04-15 05:31:09
TRK000000245,SHP00000065,派送中,武汉,2025-04-20 11:31:09
TRK000000246,SHP00000065,已签收,武汉,2025-04-20 17:31:09
TRK000000247,SHP00000066,已揽收,深圳,2026-04-20 20:36:48
TRK000000248,SHP00000066,运输中,深圳,2026-04-21 08:36:48
TRK000000249,SHP00000066,派送中,深圳,2026-04-26 14:36:48
TRK000000250,SHP00000066,已签收,深圳,2026-04-26 20:36:48
TRK000000251,SHP00000067,已揽收,南京,2026-03-06 08:21:22
TRK000000252,SHP00000067,运输中,南京,2026-03-06 20:21:22
TRK000000253,SHP00000067,派送中,南京,2026-03-07 02:21:22
TRK000000254,SHP00000067,已签收,南京,2026-03-07 08:21:22
TRK000000255,SHP00000068,已揽收,南京,2026-02-23 06:58:18
TRK000000256,SHP00000068,运输中,南京,2026-02-23 18:58:18
TRK000000257,SHP00000068,派送中,南京,2026-02-24 00:58:18
TRK000000258,SHP00000068,已签收,南京,2026-02-24 06:58:18
TRK000000259,SHP00000069,已揽收,广州,2025-10-27 21:43:49
TRK000000260,SHP00000069,运输中,广州,2025-10-28 09:43:49
TRK000000261,SHP00000069,派送中,广州,2025-10-29 15:43:49
TRK000000262,SHP00000069,已签收,广州,2025-10-29 21:43:49
TRK000000263,SHP00000070,已揽收,太原,2025-09-09 11:24:07
TRK000000264,SHP00000070,运输中,太原,2025-09-09 23:24:07
TRK000000265,SHP00000070,派送中,太原,2025-09-15 05:24:07
TRK000000266,SHP00000070,已签收,太原,2025-09-15 11:24:07
TRK000000267,SHP00000071,已揽收,厦门,2025-01-13 04:53:48
TRK000000268,SHP00000071,运输中,厦门,2025-01-13 16:53:48
TRK000000269,SHP00000071,派送中,厦门,2025-01-13 22:53:48
TRK000000270,SHP00000071,已签收,厦门,2025-01-14 04:53:48
TRK000000271,SHP00000072,已揽收,南京,2025-08-19 02:16:32
TRK000000272,SHP00000072,运输中,南京,2025-08-19 14:16:32
TRK000000273,SHP00000072,派送中,南京,2025-08-22 20:16:32
TRK000000274,SHP00000072,已签收,南京,2025-08-23 02:16:32
TRK000000275,SHP00000073,已揽收,重庆,2025-02-20 21:43:57
TRK000000276,SHP00000073,运输中,重庆,2025-02-21 09:43:57
TRK000000277,SHP00000073,派送中,重庆,2025-02-24 15:43:57
TRK000000278,SHP00000073,已签收,重庆,2025-02-24 21:43:57
TRK000000279,SHP00000074,已揽收,厦门,2026-05-09 18:19:13
TRK000000280,SHP00000074,运输中,厦门,2026-05-10 06:19:13
TRK000000281,SHP00000074,派送中,厦门,2026-05-15 12:19:13
TRK000000282,SHP00000074,已签收,厦门,2026-05-15 18:19:13
TRK000000283,SHP00000075,已揽收,深圳,2026-06-22 18:22:58
TRK000000284,SHP00000075,运输中,深圳,2026-06-23 06:22:58
TRK000000285,SHP00000075,派送中,深圳,2026-06-27 12:22:58
TRK000000286,SHP00000075,已签收,深圳,2026-06-27 18:22:58
TRK000000287,SHP00000076,已揽收,南宁,2025-10-01 23:40:02
TRK000000288,SHP00000076,运输中,南宁,2025-10-02 11:40:02
TRK000000289,SHP00000076,派送中,南宁,2025-10-06 17:40:02
TRK000000290,SHP00000076,已签收,南宁,2025-10-06 23:40:02
TRK000000291,SHP00000077,已揽收,南昌,2026-05-30 05:15:32
TRK000000292,SHP00000077,运输中,南昌,2026-05-30 17:15:32
TRK000000293,SHP00000077,派送中,南昌,2026-06-03 23:15:32
TRK000000294,SHP00000077,已签收,南昌,2026-06-04 05:15:32
TRK000000295,SHP00000078,已揽收,上海,2025-06-20 23:33:48
TRK000000296,SHP00000078,运输中,上海,2025-06-21 11:33:48
TRK000000297,SHP00000078,派送中,上海,2025-06-24 17:33:48
TRK000000298,SHP00000078,已签收,上海,2025-06-24 23:33:48
TRK000000299,SHP00000079,已揽收,南宁,2025-06-16 16:45:01
TRK000000300,SHP00000079,运输中,南宁,2025-06-17 04:45:01
TRK000000301,SHP00000079,派送中,南宁,2025-06-17 10:45:01
TRK000000302,SHP00000079,已签收,南宁,2025-06-17 16:45:01
TRK000000303,SHP00000080,已揽收,广州,2025-11-15 18:19:32
TRK000000304,SHP00000080,运输中,广州,2025-11-16 06:19:32
TRK000000305,SHP00000080,派送中,广州,2025-11-21 12:19:32
TRK000000306,SHP00000080,已签收,广州,2025-11-21 18:19:32
TRK000000307,SHP00000081,已揽收,青岛,2025-09-20 16:04:54
TRK000000308,SHP00000081,运输中,青岛,2025-09-21 04:04:54
TRK000000309,SHP00000081,派送中,青岛,2025-09-21 10:04:54
TRK000000310,SHP00000081,已签收,青岛,2025-09-21 16:04:54
TRK000000311,SHP00000082,已揽收,厦门,2026-06-17 23:52:42
TRK000000312,SHP00000082,运输中,厦门,2026-06-18 11:52:42
TRK000000313,SHP00000082,派送中,厦门,2026-06-18 17:52:42
TRK000000314,SHP00000082,已签收,厦门,2026-06-18 23:52:42
TRK000000315,SHP00000083,已揽收,石家庄,2025-08-21 21:54:07
TRK000000316,SHP00000083,运输中,石家庄,2025-08-22 09:54:07
TRK000000317,SHP00000083,派送中,石家庄,2025-08-27 15:54:07
TRK000000318,SHP00000083,已签收,石家庄,2025-08-27 21:54:07
TRK000000319,SHP00000084,已揽收,广州,2025-09-30 06:50:38
TRK000000320,SHP00000084,运输中,广州,2025-09-30 18:50:38
TRK000000321,SHP00000084,派送中,广州,2025-10-05 00:50:38
TRK000000322,SHP00000084,已签收,广州,2025-10-05 06:50:38
TRK000000323,SHP00000085,已揽收,上海,2026-04-29 01:17:36
TRK000000324,SHP00000085,运输中,上海,2026-04-29 13:17:36
TRK000000325,SHP00000085,派送中,上海,2026-05-02 19:17:36
TRK000000326,SHP00000085,已签收,上海,2026-05-03 01:17:36
TRK000000327,SHP00000086,已揽收,青岛,2025-11-01 13:37:09
TRK000000328,SHP00000086,运输中,青岛,2025-11-02 01:37:09
TRK000000329,SHP00000086,派送中,青岛,2025-11-03 07:37:09
TRK000000330,SHP00000086,已签收,青岛,2025-11-03 13:37:09
TRK000000331,SHP00000087,已揽收,深圳,2025-05-01 00:40:14
TRK000000332,SHP00000087,运输中,深圳,2025-05-01 12:40:14
TRK000000333,SHP00000087,派送中,深圳,2025-05-04 18:40:14
TRK000000334,SHP00000087,已签收,深圳,2025-05-05 00:40:14
TRK000000335,SHP00000088,已揽收,石家庄,2025-11-03 08:00:15
TRK000000336,SHP00000088,运输中,石家庄,2025-11-03 20:00:15
TRK000000337,SHP00000088,派送中,石家庄,2025-11-08 02:00:15
TRK000000338,SHP00000088,已签收,石家庄,2025-11-08 08:00:15
TRK000000339,SHP00000089,已揽收,南昌,2025-11-04 14:24:37
TRK000000340,SHP00000089,运输中,南昌,2025-11-05 02:24:37
TRK000000341,SHP00000089,派送中,南昌,2025-11-09 08:24:37
TRK000000342,SHP00000089,已签收,南昌,2025-11-09 14:24:37
TRK000000343,SHP00000090,已揽收,天津,2025-05-28 17:32:21
TRK000000344,SHP00000090,运输中,天津,2025-05-29 05:32:21
TRK000000345,SHP00000090,派送中,天津,2025-05-30 11:32:21
TRK000000346,SHP00000090,已签收,天津,2025-05-30 17:32:21
TRK000000347,SHP00000091,已揽收,深圳,2025-07-22 15:38:32
TRK000000348,SHP00000091,运输中,深圳,2025-07-23 03:38:32
TRK000000349,SHP00000092,已揽收,天津,2026-02-11 03:48:24
TRK000000350,SHP00000092,运输中,天津,2026-02-11 15:48:24
TRK000000351,SHP00000092,派送中,天津,2026-02-14 21:48:24
TRK000000352,SHP00000092,已签收,天津,2026-02-15 03:48:24
TRK000000353,SHP00000093,已揽收,南宁,2026-07-04 14:25:48
TRK000000354,SHP00000093,运输中,南宁,2026-07-05 02:25:48
TRK000000355,SHP00000093,派送中,南宁,2026-07-06 08:25:48
TRK000000356,SHP00000093,已签收,南宁,2026-07-06 14:25:48
TRK000000357,SHP00000094,已揽收,上海,2025-07-06 18:22:17
TRK000000358,SHP00000094,运输中,上海,2025-07-07 06:22:17
TRK000000359,SHP00000094,派送中,上海,2025-07-12 12:22:17
TRK000000360,SHP00000094,已签收,上海,2025-07-12 18:22:17
TRK000000361,SHP00000095,已揽收,杭州,2025-09-13 16:38:11
TRK000000362,SHP00000095,运输中,杭州,2025-09-14 04:38:11
TRK000000363,SHP00000095,派送中,杭州,2025-09-17 10:38:11
TRK000000364,SHP00000095,已签收,杭州,2025-09-17 16:38:11
TRK000000365,SHP00000096,已揽收,昆明,2025-11-17 00:53:28
TRK000000366,SHP00000096,运输中,昆明,2025-11-17 12:53:28
TRK000000367,SHP00000096,派送中,昆明,2025-11-19 18:53:28
TRK000000368,SHP00000096,已签收,昆明,2025-11-20 00:53:28
TRK000000369,SHP00000097,已揽收,武汉,2025-10-21 03:51:34
TRK000000370,SHP00000097,运输中,武汉,2025-10-21 15:51:34
TRK000000371,SHP00000098,已揽收,杭州,2025-01-29 14:03:43
TRK000000372,SHP00000098,运输中,杭州,2025-01-30 02:03:43
TRK000000373,SHP00000098,派送中,杭州,2025-01-31 08:03:43
TRK000000374,SHP00000098,已签收,杭州,2025-01-31 14:03:43
TRK000000375,SHP00000099,已揽收,广州,2025-08-09 11:51:59
TRK000000376,SHP00000099,运输中,广州,2025-08-09 23:51:59
TRK000000377,SHP00000099,派送中,广州,2025-08-10 05:51:59
TRK000000378,SHP00000099,已签收,广州,2025-08-10 11:51:59
TRK000000379,SHP00000100,已揽收,杭州,2026-05-06 04:01:01
TRK000000380,SHP00000100,运输中,杭州,2026-05-06 16:01:01
TRK000000381,SHP00000100,派送中,杭州,2026-05-09 22:01:01
TRK000000382,SHP00000100,已签收,杭州,2026-05-10 04:01:01
TRK000000383,SHP00000101,已揽收,南宁,2025-06-18 03:34:09
TRK000000384,SHP00000101,运输中,南宁,2025-06-18 15:34:09
TRK000000385,SHP00000101,派送中,南宁,2025-06-21 21:34:09
TRK000000386,SHP00000101,已签收,南宁,2025-06-22 03:34:09
TRK000000387,SHP00000102,已揽收,青岛,2026-03-30 05:16:07
TRK000000388,SHP00000102,运输中,青岛,2026-03-30 17:16:07
TRK000000389,SHP00000102,派送中,青岛,2026-03-30 23:16:07
TRK000000390,SHP00000102,已签收,青岛,2026-03-31 05:16:07
TRK000000391,SHP00000103,已揽收,杭州,2025-05-22 18:01:40
TRK000000392,SHP00000103,运输中,杭州,2025-05-23 06:01:40
TRK000000393,SHP00000103,派送中,杭州,2025-05-23 12:01:40
TRK000000394,SHP00000103,已签收,杭州,2025-05-23 18:01:40
TRK000000395,SHP00000104,已揽收,青岛,2026-02-04 12:50:55
TRK000000396,SHP00000104,运输中,青岛,2026-02-05 00:50:55
TRK000000397,SHP00000104,派送中,青岛,2026-02-05 06:50:55
TRK000000398,SHP00000104,已签收,青岛,2026-02-05 12:50:55
TRK000000399,SHP00000105,已揽收,长沙,2025-01-25 07:25:38
