sku_id,warehouse_id,available_qty,reserved_qty,safety_stock,max_stock,updated_at
SKU0000254,W001,531,67,100,868,2026-08-22 23:59:59
SKU0000255,W010,591,31,116,594,2026-08-22 23:59:59
SKU0000256,W010,31,31,140,837,2026-08-22 23:59:59
SKU0000257,W007,570,74,122,438,2026-08-22 23:59:59
SKU0000258,W002,86,27,111,439,2026-08-22 23:59:59
SKU0000259,W015,60,50,146,318,2026-08-22 23:59:59
SKU0000260,W005,390,75,80,1147,2026-08-22 23:59:59
SKU0000261,W002,285,66,84,596,2026-08-22 23:59:59
SKU0000262,W009,506,57,118,768,2026-08-22 23:59:59
SKU0000263,W008,156,69,95,509,2026-08-22 23:59:59
SKU0000264,W003,202,38,20,544,2026-08-22 23:59:59
SKU0000265,W010,278,38,56,334,2026-08-22 23:59:59
SKU0000266,W015,377,27,109,395,2026-08-22 23:59:59
SKU0000267,W006,648,76,115,902,2026-08-22 23:59:59
SKU0000268,W006,431,18,61,562,2026-08-22 23:59:59
SKU0000269,W016,466,38,69,712,2026-08-22 23:59:59
SKU0000270,W012,535,5,34,614,2026-08-22 23:59:59
SKU0000271,W016,14,0,36,867,2026-08-22 23:59:59
SKU0000272,W003,224,60,79,612,2026-08-22 23:59:59
SKU0000273,W008,274,61,34,793,2026-08-22 23:59:59
SKU0000274,W014,479,70,127,480,2026-08-22 23:59:59
SKU0000275,W016,740,60,36,587,2026-08-22 23:59:59
SKU0000276,W013,604,58,96,544,2026-08-22 23:59:59
SKU0000277,W004,69,22,71,1175,2026-08-22 23:59:59
SKU0000278,W008,488,45,86,523,2026-08-22 23:59:59
SKU0000279,W008,410,53,82,991,2026-08-22 23:59:59
SKU0000280,W015,659,17,73,592,2026-08-22 23:59:59
SKU0000281,W013,86,72,102,743,2026-08-22 23:59:59
SKU0000282,W001,581,41,130,1152,2026-08-22 23:59:59
SKU0000283,W005,446,65,88,436,2026-08-22 23:59:59
SKU0000284,W008,562,0,22,1065,2026-08-22 23:59:59
SKU0000285,W006,524,66,131,1080,2026-08-22 23:59:59
SKU0000286,W006,621,43,41,1061,2026-08-22 23:59:59
SKU0000287,W006,438,5,71,1050,2026-08-22 23:59:59
SKU0000288,W012,415,15,91,475,2026-08-22 23:59:59
SKU0000289,W011,77,18,133,1090,2026-08-22 23:59:59
SKU0000290,W006,631,28,50,237,2026-08-22 23:59:59
SKU0000291,W003,98,77,94,865,2026-08-22 23:59:59
SKU0000292,W007,781,20,95,888,2026-08-22 23:59:59
SKU0000293,W009,138,80,88,628,2026-08-22 23:59:59
SKU0000294,W015,740,79,49,233,2026-08-22 23:59:59
SKU0000295,W006,120,19,147,682,2026-08-22 23:59:59
SKU0000296,W016,515,19,84,564,2026-08-22 23:59:59
SKU0000297,W012,747,51,80,242,2026-08-22 23:59:59
SKU0000298,W002,603,48,97,1098,2026-08-22 23:59:59
SKU0000299,W006,78,63,144,664,2026-08-22 23:59:59
SKU0000300,W002,355,2,32,675,2026-08-22 23:59:59
SKU0000301,W005,760,4,52,1200,2026-08-22 23:59:59
SKU0000302,W011,714,26,51,438,2026-08-22 23:59:59
SKU0000303,W009,490,38,75,275,2026-08-22 23:59:59
SKU0000304,W012,444,30,56,206,2026-08-22 23:59:59
SKU0000305,W003,155,21,47,1085,2026-08-22 23:59:59
SKU0000306,W002,583,18,104,725,2026-08-22 23:59:59
SKU0000307,W016,652,6,136,380,2026-08-22 23:59:59
SKU0000308,W003,400,19,114,821,2026-08-22 23:59:59
SKU0000309,W010,613,54,101,845,2026-08-22 23:59:59
SKU0000310,W012,794,43,52,683,2026-08-22 23:59:59
SKU0000311,W006,673,4,112,1110,2026-08-22 23:59:59
SKU0000312,W015,587,79,45,611,2026-08-22 23:59:59
SKU0000313,W015,53,3,72,546,2026-08-22 23:59:59
SKU0000314,W009,13,3,21,519,2026-08-22 23:59:59
SKU0000315,W001,273,63,29,926,2026-08-22 23:59:59
SKU0000316,W016,731,37,78,460,2026-08-22 23:59:59
SKU0000317,W001,458,4,59,300,2026-08-22 23:59:59
SKU0000318,W005,93,22,127,230,2026-08-22 23:59:59
SKU0000319,W004,250,52,24,782,2026-08-22 23:59:59
SKU0000320,W008,397,20,53,499,2026-08-22 23:59:59
SKU0000321,W002,440,80,126,875,2026-08-22 23:59:59
SKU0000322,W002,775,8,24,956,2026-08-22 23:59:59
SKU0000323,W012,568,52,46,325,2026-08-22 23:59:59
SKU0000324,W004,148,64,79,327,2026-08-22 23:59:59
SKU0000325,W005,665,10,125,200,2026-08-22 23:59:59
SKU0000326,W001,563,23,39,473,2026-08-22 23:59:59
SKU0000327,W011,327,72,109,1186,2026-08-22 23:59:59
SKU0000328,W014,795,55,38,242,2026-08-22 23:59:59
SKU0000329,W002,613,6,22,944,2026-08-22 23:59:59
SKU0000330,W014,405,33,78,751,2026-08-22 23:59:59
SKU0000331,W004,86,2,73,652,2026-08-22 23:59:59
SKU0000332,W004,778,64,33,774,2026-08-22 23:59:59
SKU0000333,W002,793,51,24,1047,2026-08-22 23:59:59
SKU0000334,W005,238,19,108,1169,2026-08-22 23:59:59
SKU0000335,W009,651,57,82,1176,2026-08-22 23:59:59
SKU0000336,W006,554,77,83,406,2026-08-22 23:59:59
SKU0000337,W016,512,32,76,1123,2026-08-22 23:59:59
SKU0000338,W008,675,29,117,838,2026-08-22 23:59:59
SKU0000339,W014,200,19,105,472,2026-08-22 23:59:59
SKU0000340,W008,82,23,148,927,2026-08-22 23:59:59
SKU0000341,W007,456,77,134,510,2026-08-22 23:59:59
SKU0000342,W007,590,35,84,288,2026-08-22 23:59:59
SKU0000343,W016,102,12,43,515,2026-08-22 23:59:59
SKU0000344,W004,156,26,48,706,2026-08-22 23:59:59
SKU0000345,W005,709,23,93,1015,2026-08-22 23:59:59
SKU0000346,W009,439,30,58,1130,2026-08-22 23:59:59
SKU0000347,W005,5,5,79,415,2026-08-22 23:59:59
SKU0000348,W002,662,24,130,519,2026-08-22 23:59:59
SKU0000349,W013,411,80,112,268,2026-08-22 23:59:59
SKU0000350,W002,376,40,58,322,2026-08-22 23:59:59
SKU0000351,W009,119,23,121,913,2026-08-22 23:59:59
SKU0000352,W012,294,2,78,488,2026-08-22 23:59:59
SKU0000353,W009,325,38,72,578,2026-08-22 23:59:59
SKU0000354,W014,426,68,78,989,2026-08-22 23:59:59
SKU0000355,W010,219,33,67,1016,2026-08-22 23:59:59
SKU0000356,W007,361,26,23,685,2026-08-22 23:59:59
SKU0000357,W004,184,62,77,631,2026-08-22 23:59:59
SKU0000358,W012,773,65,148,904,2026-08-22 23:59:59
SKU0000359,W012,23,18,68,664,2026-08-22 23:59:59
SKU0000360,W004,397,45,54,1189,2026-08-22 23:59:59
SKU0000361,W002,529,24,40,304,2026-08-22 23:59:59
SKU0000362,W002,792,12,116,944,2026-08-22 23:59:59
SKU0000363,W003,473,64,142,325,2026-08-22 23:59:59
SKU0000364,W015,219,2,67,365,2026-08-22 23:59:59
SKU0000365,W012,141,6,95,729,2026-08-22 23:59:59
SKU0000366,W001,159,66,115,250,2026-08-22 23:59:59
SKU0000367,W011,138,43,104,948,2026-08-22 23:59:59
SKU0000368,W011,413,31,124,575,2026-08-22 23:59:59
SKU0000369,W013,338,57,101,875,2026-08-22 23:59:59
SKU0000370,W016,386,8,117,260,2026-08-22 23:59:59
SKU0000371,W010,499,76,84,730,2026-08-22 23:59:59
SKU0000372,W016,539,64,133,594,2026-08-22 23:59:59
SKU0000373,W012,22,15,137,331,2026-08-22 23:59:59
SKU0000374,W006,765,22,106,807,2026-08-22 23:59:59
SKU0000375,W009,763,17,29,611,2026-08-22 23:59:59
SKU0000376,W006,51,6,49,377,2026-08-22 23:59:59
SKU0000377,W015,118,67,63,932,2026-08-22 23:59:59
SKU0000378,W004,507,15,95,1043,2026-08-22 23:59:59
SKU0000379,W015,36,22,67,766,2026-08-22 23:59:59
SKU0000380,W010,328,13,61,313,2026-08-22 23:59:59
SKU0000381,W007,670,24,71,391,2026-08-22 23:59:59
SKU0000382,W006,253,32,34,958,2026-08-22 23:59:59
SKU0000383,W013,487,34,136,1028,2026-08-22 23:59:59
SKU0000384,W005,643,30,60,1158,2026-08-22 23:59:59
SKU0000385,W005,626,78,111,954,2026-08-22 23:59:59
SKU0000386,W010,180,10,41,1133,2026-08-22 23:59:59
SKU0000387,W007,507,34,110,948,2026-08-22 23:59:59
SKU0000388,W006,732,63,97,209,2026-08-22 23:59:59
SKU0000389,W001,421,48,131,1064,2026-08-22 23:59:59
SKU0000390,W016,514,53,49,729,2026-08-22 23:59:59
SKU0000391,W011,65,45,87,1172,2026-08-22 23:59:59
SKU0000392,W016,769,30,39,727,2026-08-22 23:59:59
SKU0000393,W013,708,24,30,842,2026-08-22 23:59:59
SKU0000394,W014,221,54,146,778,2026-08-22 23:59:59
SKU0000395,W005,364,70,33,1149,2026-08-22 23:59:59
SKU0000396,W015,5,1,55,747,2026-08-22 23:59:59
SKU0000397,W016,657,46,33,652,2026-08-22 23:59:59
SKU0000398,W008,782,2,92,486,2026-08-22 23:59:59
SKU0000399,W015,273,79,128,578,2026-08-22 23:59:59
SKU0000400,W010,241,63,93,1052,2026-08-22 23:59:59
SKU0000401,W011,630,56,142,578,2026-08-22 23:59:59
SKU0000402,W001,37,37,109,512,2026-08-22 23:59:59
SKU0000403,W014,121,14,108,545,2026-08-22 23:59:59
SKU0000404,W015,617,28,73,970,2026-08-22 23:59:59
SKU0000405,W016,304,47,142,680,2026-08-22 23:59:59
SKU0000406,W012,351,20,50,356,2026-08-22 23:59:59
SKU0000407,W005,609,80,74,536,2026-08-22 23:59:59
SKU0000408,W003,336,68,38,373,2026-08-22 23:59:59
SKU0000409,W001,795,43,118,1189,2026-08-22 23:59:59
SKU0000410,W014,494,80,97,1075,2026-08-22 23:59:59
SKU0000411,W008,786,76,28,1114,2026-08-22 23:59:59
SKU0000412,W014,623,62,92,506,2026-08-22 23:59:59
SKU0000413,W008,763,55,34,1154,2026-08-22 23:59:59
SKU0000414,W016,384,62,93,242,2026-08-22 23:59:59
SKU0000415,W004,266,0,62,1043,2026-08-22 23:59:59
SKU0000416,W012,741,70,55,506,2026-08-22 23:59:59
SKU0000417,W009,101,48,100,207,2026-08-22 23:59:59
SKU0000418,W007,245,37,115,654,2026-08-22 23:59:59
SKU0000419,W010,438,41,113,1092,2026-08-22 23:59:59
SKU0000420,W010,131,72,37,1196,2026-08-22 23:59:59
SKU0000421,W012,391,73,87,451,2026-08-22 23:59:59
SKU0000422,W015,534,35,38,303,2026-08-22 23:59:59
SKU0000423,W002,643,11,29,275,2026-08-22 23:59:59
SKU0000424,W004,424,53,122,299,2026-08-22 23:59:59
SKU0000425,W015,494,65,36,371,2026-08-22 23:59:59
SKU0000426,W009,483,30,133,1191,2026-08-22 23:59:59
SKU0000427,W002,119,28,49,432,2026-08-22 23:59:59
SKU0000428,W003,561,36,48,478,2026-08-22 23:59:59
SKU0000429,W005,447,43,37,1136,2026-08-22 23:59:59
SKU0000430,W013,481,2,134,618,2026-08-22 23:59:59
SKU0000431,W004,337,26,23,767,2026-08-22 23:59:59
SKU0000432,W012,196,67,103,493,2026-08-22 23:59:59
SKU0000433,W010,440,16,44,397,2026-08-22 23:59:59
SKU0000434,W001,578,47,101,1150,2026-08-22 23:59:59
SKU0000435,W007,252,50,32,848,2026-08-22 23:59:59
SKU0000436,W016,740,71,86,702,2026-08-22 23:59:59
SKU0000437,W006,361,51,134,447,2026-08-22 23:59:59
SKU0000438,W003,414,28,75,973,2026-08-22 23:59:59
SKU0000439,W003,739,79,104,733,2026-08-22 23:59:59
SKU0000440,W006,287,41,128,663,2026-08-22 23:59:59
SKU0000441,W003,783,33,121,1018,2026-08-22 23:59:59
SKU0000442,W010,702,32,148,205,2026-08-22 23:59:59
SKU0000443,W004,430,55,39,385,2026-08-22 23:59:59
SKU0000444,W009,235,4,26,1014,2026-08-22 23:59:59
SKU0000445,W009,761,43,31,1187,2026-08-22 23:59:59
